passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,trip_duration,distance,velocity,severity_scale,year,quarter_of_year,month,week_day,hour,minute
1,-73.992584,40.73397,-73.96061,40.686577,1233,5.9191074,17.282066,5,2016,1,2,7,2,35
1,-73.98935,40.726444,-74.00727,40.70566,806,2.7607374,12.330837,5,2016,1,3,2,23,31
1,-73.92916,40.76263,-73.95311,40.74254,533,3.0101185,20.331007,5,2016,1,3,5,10,45
4,-73.97305,40.748703,-74.00403,40.73359,1399,3.103952,7.987296,5,2016,1,2,7,13,37
1,-73.98778,40.719482,-73.94535,40.707874,650,3.8017242,21.055704,1,2016,2,5,7,0,51
1,-73.954124,40.76388,-73.97296,40.764477,789,1.5878185,7.244799,5,2016,1,3,2,20,11
1,-73.98122,40.772507,-73.78287,40.648846,2251,21.646618,34.6192,1,2016,1,2,2,21,57
1,-73.97969,40.737263,-74.00151,40.738518,767,1.8436893,8.653562,5,2016,2,6,2,17,57
1,-73.9867,40.750473,-73.99406,40.735336,422,1.7935525,15.300448,5,2016,1,3,1,11,49
1,-73.97134,40.75062,-73.98198,40.762592,989,1.6047884,5.8414946,5,2016,2,5,4,16,6
1,-73.96585,40.75438,-73.96472,40.771675,476,1.9255592,14.563052,5,2016,2,4,2,19,27
1,-73.98786,40.749393,-73.97274,40.756706,337,1.5111585,16.142939,5,2016,1,1,2,0,56
1,-74.00961,40.71004,-73.94278,40.70127,1270,5.7174096,16.206831,5,2016,1,3,4,21,4
5,-74.00229,40.72412,-73.95428,40.77887,1818,7.308703,14.472679,5,2016,2,4,3,18,48
1,-73.96992,40.7896,-73.9534,40.77986,505,1.762581,12.564934,5,2016,2,4,3,10,23
1,-73.95839,40.768997,-73.97853,40.764893,580,1.7565744,10.902876,5,2016,2,5,1,11,28
1,-73.97419,40.73103,-73.99314,40.72778,446,1.6372952,13.215837,5,2016,2,6,4,21,12
5,-73.98582,40.75176,-73.96496,40.57615,1901,19.605993,37.128654,1,2016,2,5,6,5,39
1,-73.96383,40.77394,-73.97329,40.74829,636,2.9613593,16.762411,5,2016,2,4,1,20,18
2,-73.994125,40.75106,-73.97447,40.753235,1051,1.6730533,5.730725,5,2016,2,5,3,16,42
2,-73.98048,40.688396,-73.94004,40.6931,946,3.4491222,13.125624,5,2016,1,2,7,13,39
1,-73.99432,40.750977,-73.9773,40.76059,527,1.7883157,12.216198,5,2016,1,1,3,5,56
4,-74.00604,40.70776,-73.97569,40.719086,348,2.8511977,29.49515,1,2016,1,1,7,8,25
5,-73.97467,40.74981,-74.01725,40.70497,1359,6.1426053,16.271803,5,2016,1,3,5,10,48
1,-73.99771,40.720848,-73.97821,40.75134,1043,3.7675695,13.004075,5,2016,1,2,7,19,13
1,-73.95884,40.781002,-73.93949,40.805172,405,3.142606,27.934277,1,2016,1,2,6,14,0
1,-73.98307,40.741802,-73.959,40.670647,1292,8.168151,22.759554,1,2016,1,2,2,4,19
1,-73.98667,40.751205,-73.97726,40.784588,728,3.7956855,18.769873,5,2016,2,4,6,20,26
1,-73.787994,40.64148,-73.947266,40.790836,2911,21.354256,26.408562,1,2016,2,6,6,18,45
3,-73.87297,40.774124,-73.97545,40.765354,5152,8.68484,6.0685997,5,2016,2,6,6,15,10
1,-74.00491,40.72831,-73.99152,40.759865,977,3.6856341,13.580638,5,2016,1,1,7,1,16
1,-73.99374,40.741398,-73.97552,40.749104,317,1.7578017,19.962416,5,2016,2,4,4,22,5
1,-73.98999,40.729794,-73.9771,40.74729,349,2.2284067,22.98643,1,2016,2,6,3,21,51
1,-73.95076,40.779343,-73.9911,40.71398,1143,8.022946,25.269123,1,2016,1,3,6,20,27
1,-73.97168,40.760635,-73.98944,40.736713,833,3.0519156,13.189551,5,2016,1,3,3,14,55
2,-74.010315,40.720867,-73.78235,40.648743,2916,20.82804,25.713629,1,2016,1,2,4,18,24
2,-73.87088,40.77374,-73.92906,40.85085,1087,9.873891,32.70102,1,2016,2,5,2,12,13
1,-73.97142,40.76315,-73.94836,40.78214,359,2.8689024,28.768938,1,2016,1,2,4,0,2
1,-73.98457,40.74755,-74.00164,40.72766,672,2.638005,14.13217,5,2016,1,3,6,18,40
1,-73.95485,40.777637,-73.97052,40.75922,1144,2.4363024,7.666686,5,2016,1,2,4,8,27
1,-73.976974,40.75878,-73.95859,40.781837,510,2.995017,21.141296,1,2016,2,6,2,20,13
2,-73.98225,40.750713,-74.00236,40.75601,705,1.7934141,9.157859,5,2016,1,2,1,15,45
1,-73.99663,40.739136,-74.01019,40.714695,528,2.9482996,20.102043,5,2016,1,3,5,21,43
2,-73.978836,40.764942,-73.998245,40.72492,1955,4.741309,8.7308,5,2016,1,3,3,19,12
2,-74.0015,40.75138,-73.95876,40.78346,973,5.067348,18.748667,5,2016,1,1,2,12,31
1,-73.98459,40.769485,-74.01498,40.711178,967,6.9706826,25.950834,1,2016,2,6,6,6,37
1,-73.99575,40.75406,-74.008934,40.715378,1321,4.442257,12.106075,5,2016,1,3,6,14,45
1,-73.95436,40.78412,-73.95958,40.771214,345,1.5007533,15.660034,5,2016,1,3,2,17,9
1,-73.92485,40.771904,-73.93707,40.80247,1085,3.551261,11.782986,5,2016,1,1,6,10,34
2,-73.972115,40.756157,-73.99155,40.74427,944,2.1039045,8.023365,5,2016,1,3,5,9,46
2,-73.98077,40.72977,-73.87234,40.77434,1117,10.391493,33.490936,1,2016,2,5,4,6,30
1,-73.96337,40.777687,-73.98272,40.774124,663,1.6766803,9.104147,5,2016,1,3,2,16,49
1,-74.008514,40.745766,-74.00339,40.717545,843,3.1676426,13.527299,5,2016,2,5,4,16,2
1,-73.98222,40.76537,-73.995056,40.726353,1051,4.471122,15.314975,5,2016,1,2,2,17,45
1,-73.97509,40.78263,-73.984795,40.769344,311,1.6883368,19.54345,5,2016,1,1,1,14,23
2,-73.97176,40.746143,-73.99477,40.74531,736,1.9400104,9.4891815,5,2016,1,3,6,7,25
2,-73.97071,40.79608,-73.94928,40.80754,417,2.2085354,19.066492,5,2016,1,3,2,2,57
1,-73.99406,40.720333,-73.95797,40.642136,1061,9.212265,31.25745,1,2016,2,6,7,4,31
1,-73.96653,40.80074,-73.98166,40.679695,2472,13.519715,19.688906,5,2016,2,6,7,21,21
2,-73.95574,40.764236,-73.997284,40.72573,1527,5.529909,13.037114,5,2016,2,5,4,18,37
1,-73.97694,40.755947,-73.9539,40.781624,641,3.451691,19.385471,5,2016,2,4,3,21,7
1,-73.99999,40.738476,-73.97868,40.685387,1005,6.1704144,22.102978,1,2016,1,3,1,3,54
1,-74.00227,40.72393,-73.97461,40.75524,700,4.18975,21.547287,1,2016,1,2,3,6,46
1,-73.99165,40.74973,-73.96401,40.80279,1210,6.342755,18.871006,5,2016,2,5,7,22,11
1,-73.96418,40.76037,-73.97508,40.74446,796,1.9930044,9.013588,5,2016,2,5,3,9,53
1,-73.78879,40.641983,-73.97269,40.78567,2786,22.260145,28.764008,1,2016,2,5,4,19,15
5,-73.99307,40.75285,-73.97308,40.74056,2003,2.1687288,3.897865,5,2016,2,6,6,13,12
1,-73.988625,40.763725,-73.95721,40.763344,1174,2.6463585,8.114899,5,2016,1,3,4,21,51
1,-73.95468,40.76982,-73.96667,40.7889,1057,2.3491282,8.000815,5,2016,2,4,2,7,38
2,-73.98647,40.74029,-73.99271,40.722725,644,2.0227044,11.307043,5,2016,1,1,7,0,5
6,-73.98494,40.75152,-73.98437,40.728893,765,2.5162437,11.841146,5,2016,2,6,4,19,44
1,-74.01006,40.72093,-74.00947,40.705215,683,1.7478966,9.212925,5,2016,2,4,6,12,21
1,-73.99588,40.75427,-73.989174,40.773468,395,2.2083201,20.126463,5,2016,2,4,5,21,49
1,-73.99482,40.725906,-73.985016,40.744606,774,2.237372,10.406381,5,2016,1,2,6,22,42
1,-73.991325,40.74499,-73.97832,40.76318,711,2.300203,11.646598,5,2016,2,5,3,8,43
1,-73.98737,40.76856,-73.97554,40.758118,663,1.530049,8.307959,5,2016,2,4,5,7,56
1,-73.9738,40.75535,-74.00977,40.73529,1611,3.7627015,8.408272,5,2016,2,5,6,23,45
1,-73.97759,40.73786,-73.96018,40.76202,442,3.0605745,24.927757,1,2016,1,3,4,19,52
1,-74.00806,40.72247,-73.99311,40.74858,666,3.1648035,17.107046,5,2016,1,1,4,14,14
1,-73.97872,40.73703,-73.99059,40.75596,982,2.330263,8.542715,5,2016,1,3,3,17,40
1,-74.00458,40.746895,-73.94312,40.777317,2142,6.183259,10.392032,5,2016,2,5,5,15,22
1,-73.97874,40.751247,-73.95549,40.77685,1037,3.4552677,11.995143,5,2016,2,5,3,18,58
2,-73.96229,40.779076,-73.978806,40.76217,658,2.3385868,12.7947,5,2016,1,1,7,17,7
1,-73.97938,40.78211,-73.85004,40.72347,2164,12.697034,21.122606,1,2016,2,5,1,12,33
2,-73.99008,40.755913,-73.976036,40.741947,1149,1.9522959,6.116854,5,2016,2,4,7,20,14
1,-74.00527,40.728817,-74.01078,40.713627,294,1.7516953,21.44933,1,2016,2,5,3,23,52
2,-73.99026,40.724895,-74.00934,40.710392,685,2.277479,11.969233,5,2016,2,6,5,0,11
1,-73.99067,40.718353,-73.95612,40.71533,462,2.930873,22.83797,1,2016,2,4,5,19,1
1,-73.78971,40.647575,-73.9948,40.745255,2382,20.41831,30.858908,1,2016,2,4,1,21,14
2,-73.96089,40.77005,-73.98955,40.773026,803,2.4357007,10.919704,5,2016,1,3,1,12,20
2,-73.96425,40.756584,-73.919846,40.707233,1537,6.6416426,15.556222,5,2016,2,5,1,18,48
4,-73.781555,40.64475,-73.98971,40.758984,3826,21.662037,20.382471,5,2016,2,4,7,13,43
1,-73.94597,40.777794,-74.01033,40.71598,1255,8.754412,25.112257,1,2016,2,4,7,20,4
1,-73.95274,40.76823,-73.95506,40.78667,706,2.0597413,10.50293,5,2016,2,5,4,14,33
1,-73.95966,40.78259,-73.94542,40.77249,436,1.6429209,13.565401,5,2016,2,6,5,9,0
1,-73.9935,40.74181,-73.99954,40.72858,856,1.5566485,6.5466523,5,2016,1,1,5,19,56
1,-73.954865,40.733547,-73.94309,40.722725,419,1.5595388,13.399379,5,2016,2,5,7,8,26
1,-73.96121,40.780285,-73.98041,40.761097,623,2.6768,15.467865,5,2016,2,6,2,8,1
1,-73.789856,40.646988,-73.97845,40.75886,2575,20.186213,28.2215,1,2016,2,5,5,6,11
1,-73.99288,40.737305,-73.98766,40.754898,617,2.0050824,11.699022,5,2016,1,2,6,15,0
1,-73.95683,40.782623,-73.942795,40.81152,714,3.4235327,17.261509,5,2016,1,2,6,17,52
1,-73.98395,40.761524,-73.91649,40.766815,1478,5.711748,13.912242,5,2016,1,1,5,19,46
1,-73.97248,40.78668,-73.98348,40.74131,1623,5.129096,11.376923,5,2016,2,6,4,7,53
1,-73.96987,40.760197,-74.00634,40.74224,1586,3.6637805,8.316274,5,2016,2,5,3,20,39
1,-74.00426,40.74206,-73.9847,40.73478,851,1.8357214,7.7656837,5,2016,2,4,5,10,25
1,-73.9895,40.76956,-73.99974,40.74573,760,2.7866194,13.199777,5,2016,2,6,6,13,13
1,-73.971664,40.750057,-73.99221,40.689976,1961,6.9014964,12.669754,5,2016,1,1,4,20,41
1,-73.97818,40.75255,-73.954414,40.77229,593,2.970655,18.03433,5,2016,2,5,6,1,8
1,-73.982445,40.76304,-73.96672,40.806877,1363,5.0511913,13.341372,5,2016,1,3,7,15,2
1,-73.99994,40.728516,-73.947914,40.774902,1116,6.7682633,21.833107,1,2016,1,3,1,3,24
1,-73.78993,40.643665,-73.79017,40.68873,775,5.010819,23.276062,1,2016,2,6,6,22,46
2,-74.00558,40.70655,-73.98301,40.74796,900,4.98168,19.92672,5,2016,1,1,7,13,15
3,-73.967026,40.75696,-73.961105,40.772556,478,1.8042898,13.588794,5,2016,2,5,2,20,15
1,-73.776794,40.645473,-73.95818,40.673565,3468,15.616084,16.210468,5,2016,1,1,2,11,7
2,-73.98095,40.764286,-73.86185,40.768486,2251,10.041274,16.0589,5,2016,1,1,5,7,25
6,-73.99324,40.74401,-74.00092,40.72917,277,1.7724683,23.03569,1,2016,1,1,7,11,20
1,-73.97828,40.78811,-73.96368,40.7646,953,2.8889294,10.913059,5,2016,2,6,2,9,40
1,-74.01396,40.71382,-73.99102,40.760677,1231,5.557132,16.251564,5,2016,1,3,7,18,4
1,-73.9711,40.767193,-73.9593,40.78205,310,1.9280539,22.390303,1,2016,1,3,1,16,40
1,-73.97097,40.75696,-74.00569,40.7146,966,5.5449796,20.66452,5,2016,2,4,3,20,52
1,-73.98804,40.756226,-73.931725,40.694946,2904,8.303514,10.293612,5,2016,1,3,4,19,59
1,-73.95468,40.76956,-73.98847,40.71659,1146,6.541946,20.550615,5,2016,1,2,6,20,58
1,-73.967285,40.763344,-73.991425,40.749836,1589,2.5278597,5.727058,5,2016,2,5,3,18,7
1,-73.98466,40.756393,-73.98177,40.78469,877,3.1558883,12.954616,5,2016,2,6,3,22,32
1,-73.98729,40.77598,-73.955864,40.784855,1206,2.8239503,8.429703,5,2016,2,6,2,14,46
2,-73.97574,40.75838,-73.78327,40.64383,3335,20.627392,22.26645,1,2016,1,2,2,16,49
2,-73.96439,40.77032,-73.95825,40.78324,335,1.5269233,16.408728,5,2016,2,4,3,8,51
3,-73.98233,40.76459,-74.00308,40.749687,419,2.4086607,20.694937,5,2016,2,6,5,0,28
2,-73.95927,40.767582,-73.97684,40.743504,483,3.0592058,22.801533,1,2016,1,1,2,19,11
1,-73.9782,40.749798,-73.973625,40.78927,1216,4.4058356,13.043592,5,2016,2,5,7,14,49
1,-74.0056,40.73767,-73.94147,40.716953,1294,5.874736,16.343933,5,2016,1,3,1,3,37
1,-73.9967,40.742718,-74.00182,40.724457,769,2.0759692,9.7184515,5,2016,1,2,7,17,20
2,-73.979454,40.76122,-73.982956,40.728184,1313,3.6851828,10.104081,5,2016,2,6,7,0,20
1,-73.98512,40.74182,-73.98904,40.7269,337,1.6918236,18.072893,5,2016,1,2,1,3,52
2,-73.975555,40.74534,-73.98073,40.72994,315,1.7669839,20.194101,5,2016,1,2,2,22,16
6,-73.98078,40.72994,-73.95685,40.68558,964,5.328923,19.900543,5,2016,1,3,5,3,49
5,-73.98947,40.741646,-73.9702,40.76267,1236,2.846014,8.289361,5,2016,2,4,3,11,50
1,-73.98147,40.778713,-73.993225,40.757572,1160,2.550775,7.9161983,5,2016,1,3,5,21,44
1,-73.98778,40.738064,-74.007774,40.736225,712,1.6971505,8.581098,5,2016,1,1,4,1,13
1,-73.99472,40.755596,-73.99461,40.741203,365,1.6004375,15.785137,5,2016,2,4,1,11,47
1,-73.97731,40.73875,-73.98137,40.71353,386,2.8250022,26.34717,1,2016,1,3,3,20,48
5,-74.00596,40.73989,-73.99275,40.76336,775,2.8367531,13.1771755,5,2016,2,5,5,22,14
1,-74.00763,40.740208,-73.90751,40.726612,1267,8.570382,24.35152,1,2016,1,3,3,22,42
2,-73.97868,40.758347,-73.98211,40.772575,516,1.60826,11.220419,5,2016,2,5,2,19,46
2,-73.99557,40.75063,-74.07291,40.81499,900,9.675714,38.702854,1,2016,2,5,7,11,36
1,-73.95832,40.764572,-73.951996,40.781677,249,1.9751621,28.55656,1,2016,1,1,3,23,40
1,-73.99373,40.720963,-73.98745,40.741405,575,2.3339128,14.612324,5,2016,2,5,1,2,43
1,-73.98466,40.72821,-73.97695,40.7453,387,2.0081491,18.680458,5,2016,2,4,1,3,48
1,-73.98231,40.72317,-73.80751,40.65502,3035,16.571983,19.657047,5,2016,1,3,3,14,10
5,-73.78285,40.64677,-73.97692,40.7642,2369,20.930956,31.807278,1,2016,2,4,7,21,45
3,-73.9867,40.75159,-73.98268,40.765842,567,1.6204977,10.288875,5,2016,1,2,5,13,55
1,-73.980995,40.73353,-73.96525,40.75474,756,2.7062898,12.8870945,5,2016,1,3,5,16,5
1,-73.95822,40.784584,-73.9776,40.779133,476,1.7405788,13.1640415,5,2016,2,5,2,13,2
5,-73.98985,40.74712,-74.00367,40.7566,636,1.5702379,8.888139,5,2016,1,2,3,14,3
1,-73.9907,40.7509,-73.981804,40.762875,571,1.5278367,9.632595,5,2016,2,4,6,22,38
1,-73.95494,40.78881,-73.97196,40.794853,252,1.5826219,22.608885,1,2016,1,1,7,13,52
2,-73.97756,40.72997,-74.00449,40.7406,362,2.5586405,25.445044,1,2016,2,4,7,9,21
1,-73.96201,40.77896,-73.9742,40.762615,579,2.0871966,12.977388,5,2016,2,5,1,12,46
3,-73.99055,40.73955,-73.98158,40.75845,707,2.2329338,11.36996,5,2016,2,4,6,19,34
3,-73.96699,40.79362,-73.98874,40.74538,1067,5.6682477,19.12436,5,2016,1,2,6,22,19
1,-73.97042,40.76505,-73.98141,40.7801,547,1.9124544,12.586537,5,2016,2,5,6,19,31
1,-74.00167,40.732437,-73.99136,40.750183,449,2.1558843,17.285486,5,2016,1,1,1,0,47
1,-73.95445,40.77906,-73.97608,40.77645,431,1.8442032,15.404017,5,2016,1,3,3,21,9
6,-73.99205,40.75005,-73.98309,40.69626,1177,6.02873,18.439615,5,2016,2,5,4,0,18
1,-74.00875,40.740917,-73.97369,40.752117,1096,3.2057085,10.529699,5,2016,2,4,1,0,11
1,-73.79032,40.64383,-73.92442,40.66942,1538,11.664597,27.303347,1,2016,1,1,2,22,0
2,-73.87308,40.774204,-73.95831,40.76059,1074,7.336047,24.590103,1,2016,2,5,1,8,52
1,-73.99265,40.72379,-74.00425,40.74246,1381,2.29438,5.9810047,5,2016,2,4,7,22,33
1,-73.984764,40.769306,-73.97804,40.75359,574,1.8370037,11.521277,5,2016,1,2,7,15,17
1,-73.862755,40.768833,-73.9884,40.734615,1954,11.247153,20.72147,5,2016,1,3,2,10,52
6,-73.98342,40.77017,-73.98243,40.73684,1114,3.7069583,11.979399,5,2016,1,1,7,18,11
1,-73.94185,40.79872,-73.95992,40.76284,683,4.2701654,22.507462,1,2016,2,5,1,14,10
1,-73.95296,40.78303,-73.96231,40.79818,446,1.8593731,15.008392,5,2016,1,3,4,17,28
2,-73.78214,40.64468,-73.99324,40.68847,2361,18.45839,28.14494,1,2016,1,3,7,5,54
1,-73.9662,40.75832,-73.97871,40.73702,680,2.59227,13.723782,5,2016,1,2,5,13,47
1,-73.99157,40.75004,-73.97947,40.7611,493,1.5974805,11.665173,5,2016,2,4,7,14,51
1,-73.99827,40.733784,-73.99502,40.75003,660,1.8271941,9.966514,5,2016,2,6,5,10,5
6,-73.96682,40.77002,-74.00256,40.73816,1219,4.649251,13.730355,5,2016,1,1,4,22,41
1,-73.972824,40.758404,-73.98624,40.727947,559,3.5701442,22.991983,1,2016,2,4,3,23,43
2,-73.98428,40.74923,-73.99842,40.722664,1040,3.185068,11.025235,5,2016,2,5,3,12,21
6,-73.93996,40.85143,-73.95426,40.82149,571,3.5397813,22.31736,1,2016,1,1,5,23,28
2,-73.94626,40.77269,-73.95669,40.78365,374,1.5021001,14.458717,5,2016,2,5,4,16,55
1,-73.77744,40.64664,-73.935776,40.848473,1515,26.107012,62.036465,1,2016,2,6,1,4,58
2,-74.00503,40.7192,-73.92974,40.70294,1155,6.598175,20.56574,5,2016,2,5,1,2,14
1,-73.98587,40.735203,-73.94703,40.79101,601,7.015089,42.0205,1,2016,2,4,7,5,53
1,-73.96989,40.75321,-73.98962,40.76446,548,2.0801938,13.665506,5,2016,2,5,6,6,32
1,-73.790184,40.646782,-73.96272,40.758728,3148,19.143978,21.892733,1,2016,1,3,6,15,40
1,-73.96683,40.80426,-73.97239,40.75994,1219,4.9502645,14.619321,5,2016,1,1,4,7,29
1,-73.980286,40.765404,-73.97761,40.78277,520,1.9439677,13.458238,5,2016,1,2,3,20,40
4,-73.99127,40.749676,-73.97595,40.776234,784,3.222667,14.79796,5,2016,2,6,4,14,59
1,-73.94928,40.77304,-73.98803,40.769012,1747,3.2937405,6.78733,5,2016,2,5,3,7,43
1,-73.97726,40.789745,-74.0025,40.718906,1178,8.15892,24.933882,1,2016,2,5,3,18,51
1,-74.00145,40.73364,-74.01276,40.716217,881,2.158847,8.821623,5,2016,1,2,1,17,56
1,-73.94882,40.773197,-73.783,40.643906,3949,20.05123,18.279165,5,2016,1,3,2,16,36
5,-73.95694,40.77072,-73.86433,40.7561,1183,7.9675717,24.246202,1,2016,1,3,7,2,0
1,-73.98992,40.7336,-73.976555,40.748226,691,1.9781246,10.305715,5,2016,1,2,4,19,39
1,-73.97465,40.756287,-73.98904,40.734985,806,2.6607518,11.884252,5,2016,1,3,5,15,9
1,-73.9911,40.77083,-73.988495,40.754463,831,1.8328549,7.9401655,5,2016,1,2,2,11,49
2,-73.95941,40.77996,-73.98069,40.78277,795,1.8185866,8.235109,5,2016,1,3,2,15,32
1,-73.97022,40.75765,-73.99331,40.747204,510,2.2650843,15.988831,5,2016,2,4,1,23,44
6,-73.98674,40.72978,-73.99468,40.75191,1054,2.5504034,8.711055,5,2016,1,2,5,22,35
1,-73.9779,40.77339,-73.96333,40.76192,929,1.7695514,6.8572497,5,2016,2,4,6,11,45
1,-73.962875,40.770138,-73.98506,40.73215,1278,4.6189113,13.011018,5,2016,2,4,4,13,52
3,-73.97218,40.7646,-73.97537,40.68657,2642,8.68066,11.828303,5,2016,2,4,7,0,26
1,-73.98628,40.746727,-74.004616,40.741528,682,1.64916,8.705243,5,2016,2,4,4,10,38
2,-73.966095,40.77098,-73.97342,40.750465,507,2.3631475,16.779745,5,2016,2,5,1,11,14
1,-74.007095,40.740032,-73.98673,40.702312,1419,4.5317235,11.496973,5,2016,1,3,5,21,13
1,-73.98636,40.73031,-73.973274,40.749817,1407,2.4332619,6.22583,5,2016,1,2,4,9,39
1,-73.9783,40.75656,-73.99602,40.762203,1720,1.6186153,3.3877995,5,2016,1,3,5,22,25
1,-73.98752,40.72864,-74.0093,40.70194,691,3.4909158,18.187115,5,2016,2,5,5,10,44
1,-73.98683,40.74793,-73.96219,40.767475,767,3.0053566,14.105976,5,2016,2,6,6,22,10
2,-73.98231,40.768543,-73.97748,40.733936,1101,3.8695588,12.652509,5,2016,1,3,2,21,6
1,-73.955956,40.781925,-73.939476,40.805187,661,2.9351563,15.985723,5,2016,2,5,6,11,30
1,-73.977554,40.74622,-73.94121,40.80502,762,7.219103,34.106,1,2016,2,4,3,5,6
1,-73.994446,40.750786,-74.01211,40.70672,698,5.121099,26.412544,1,2016,2,6,5,1,51
6,-73.95552,40.68117,-73.928734,40.67953,497,2.266164,16.414871,5,2016,1,2,7,5,22
1,-73.96135,40.76919,-73.96866,40.79759,589,3.2169654,19.662268,5,2016,2,6,1,19,27
1,-74.0025,40.733967,-73.96514,40.759933,1323,4.2711415,11.622154,5,2016,2,4,5,21,2
1,-73.97294,40.79577,-74.011696,40.71389,980,9.672086,35.53011,1,2016,2,6,6,5,56
5,-73.97615,40.789097,-73.98997,40.776077,452,1.8571976,14.79184,5,2016,1,1,7,15,0
1,-73.94045,40.793327,-73.9787,40.740932,817,6.657112,29.333664,1,2016,1,2,4,5,44
1,-73.97327,40.76391,-73.9864,40.74567,684,2.3099527,12.157646,5,2016,2,4,3,15,22
1,-73.9871,40.74271,-73.98024,40.76561,1081,2.6110408,8.695418,5,2016,2,6,5,21,16
2,-73.99955,40.73852,-73.99233,40.75836,625,2.2883792,13.181065,5,2016,2,6,7,23,57
1,-73.9423,40.71196,-73.982506,40.72304,1809,3.6056702,7.175463,5,2016,1,1,6,18,10
2,-73.97407,40.75787,-73.999725,40.734707,774,3.3623729,15.638944,5,2016,1,2,1,18,9
1,-73.99707,40.73762,-73.99312,40.724216,980,1.5272962,5.610476,5,2016,2,5,3,12,40
1,-73.98872,40.721504,-73.97639,40.76108,979,4.521883,16.627966,5,2016,2,4,7,10,23
2,-73.98986,40.772152,-73.97495,40.79286,476,2.622333,19.832771,5,2016,1,1,3,17,6
5,-73.94333,40.78946,-73.89604,40.74472,1273,6.372335,18.020742,5,2016,2,6,1,2,56
1,-73.78946,40.647,-73.98188,40.67055,1711,16.441166,34.59275,1,2016,2,5,1,23,22
1,-73.978226,40.76293,-73.97683,40.782455,620,2.1741087,12.6238575,5,2016,1,3,3,17,48
1,-73.97423,40.756664,-73.78986,40.64312,2048,20.023996,35.198433,1,2016,2,6,1,13,48
1,-73.960464,40.772743,-73.98009,40.760994,1100,2.1066015,6.894332,5,2016,1,2,3,9,36
1,-73.95167,40.769806,-73.981445,40.75692,907,2.888346,11.464218,5,2016,2,6,6,7,28
1,-73.96983,40.762722,-73.99453,40.69023,1990,8.324912,15.0601425,5,2016,2,4,5,21,12
3,-73.961,40.769157,-73.98203,40.776367,670,1.9442427,10.446677,5,2016,2,6,2,12,50
5,-73.99529,40.75993,-73.97982,40.77776,476,2.3724356,17.94279,5,2016,2,4,7,16,12
2,-73.97263,40.786697,-73.98084,40.77452,256,1.5201942,21.377731,1,2016,1,2,5,10,13
2,-73.98121,40.75923,-73.96612,40.80152,1508,4.8710504,11.628502,5,2016,2,6,6,17,1
2,-73.97023,40.74987,-73.95214,40.78136,644,3.818614,21.346289,1,2016,2,4,7,22,45
1,-73.955215,40.786106,-73.981735,40.75213,1706,4.3888416,9.261331,5,2016,2,6,5,8,40
1,-74.004425,40.728546,-73.99062,40.74597,864,2.2597768,9.415737,5,2016,2,4,7,19,33
1,-73.96953,40.675365,-73.97741,40.696575,403,2.4502466,21.88806,1,2016,1,2,3,0,8
2,-73.96422,40.770477,-73.94111,40.814274,698,5.2441554,27.04722,1,2016,1,3,3,20,39
1,-74.0039,40.71315,-73.992874,40.69778,1255,1.9453207,5.580203,5,2016,1,1,4,21,56
1,-73.98879,40.734894,-73.950264,40.722794,1436,3.5143313,8.810302,5,2016,2,5,7,2,41
1,-73.9926,40.72387,-73.96441,40.71954,956,2.4240046,9.128051,5,2016,1,3,6,16,45
1,-73.98078,40.779865,-73.98168,40.75239,428,3.0558488,25.703402,1,2016,2,6,3,6,4
1,-73.98057,40.7512,-73.978355,40.730858,617,2.269792,13.24352,5,2016,2,5,2,19,51
1,-73.96701,40.76676,-73.94039,40.8406,1488,8.510545,20.590027,5,2016,2,5,3,9,31
1,-73.969376,40.76631,-73.959145,40.78054,475,1.8015286,13.65369,5,2016,2,5,6,10,51
1,-73.8636,40.769768,-73.977486,40.759193,2000,9.663002,17.393404,5,2016,2,4,6,9,28
1,-73.98222,40.76764,-73.95698,40.78327,933,2.7460275,10.595604,5,2016,2,5,6,10,16
1,-73.863235,40.77004,-74.01377,40.70913,2870,14.377826,18.034903,5,2016,1,2,2,15,43
1,-73.98221,40.76924,-73.95992,40.782227,846,2.3677487,10.075526,5,2016,2,4,3,23,10
3,-73.96058,40.76966,-73.97702,40.74983,685,2.6040125,13.685321,5,2016,2,5,6,22,8
1,-73.99215,40.74954,-73.98593,40.7294,887,2.299683,9.33355,5,2016,2,4,1,15,48
1,-73.9459,40.78609,-73.885216,40.679943,3317,12.863033,13.960483,5,2016,2,4,6,11,55
1,-73.98211,40.77039,-73.97775,40.75704,1671,1.5292763,3.2946706,5,2016,2,6,4,14,44
5,-73.99329,40.72245,-73.99922,40.67326,870,5.4925194,22.727667,1,2016,2,5,2,4,1
6,-73.97738,40.738613,-74.00195,40.7315,932,2.2165165,8.561651,5,2016,2,5,6,20,9
2,-73.98545,40.73584,-74.000694,40.747925,718,1.8587666,9.319721,5,2016,2,5,5,7,57
1,-73.98299,40.767902,-74.002365,40.75601,625,2.100716,12.100124,5,2016,2,5,1,1,11
4,-73.994125,40.74601,-73.99526,40.726803,839,2.1378677,9.17321,5,2016,2,6,4,12,40
1,-73.995,40.725384,-73.9883,40.753826,1296,3.212721,8.924225,5,2016,1,2,4,10,46
1,-73.98907,40.71896,-73.975586,40.745426,433,3.1545408,26.227129,1,2016,2,6,1,4,8
